task,model,domain,reference_combo,n_runs,cells_per_matrix,total_cells,unsure_count,unsure_pct,experiment,status
ii,llama3.3:70b-8k,CubeSat,llm_rag_refs_R3,5,36,180,0,0.0,20250223-175437,reported
ii,llama3.3:70b-8k,CubeSat,llm_refs_baseline,5,36,180,0,0.0,20250222-205713,reported
ii,mixtral:8x22b-6k,CubeSat,llm_rag_graph_refs_R1_R2,5,36,180,0,0.0,20250410-190025,reported
ii,mixtral:8x22b-6k,CubeSat,llm_rag_graph_refs_R2_R3,5,36,180,0,0.0,20250410-190025,reported
ii,mixtral:8x22b_6k,CubeSat,llm_rag_refs_R1,5,36,180,0,0.0,20250223-040634,superseded
ii,mixtral:8x22b_6k,CubeSat,llm_rag_refs_R1,5,36,180,0,0.0,20250223-150636,reported
ii,mixtral:8x22b_6k,CubeSat,llm_rag_refs_R1_R2,5,36,180,0,0.0,20250223-040634,superseded
ii,mixtral:8x22b_6k,CubeSat,llm_rag_refs_R1_R2,5,36,180,0,0.0,20250223-150636,reported
ii,mixtral:8x22b_6k,CubeSat,llm_rag_refs_R1_R2_R3,5,36,180,0,0.0,20250223-040634,superseded
ii,mixtral:8x22b_6k,CubeSat,llm_rag_refs_R1_R2_R3,5,36,180,0,0.0,20250223-150636,reported
ii,mixtral:8x22b_6k,CubeSat,llm_rag_refs_R1_R3,5,36,180,0,0.0,20250223-040634,superseded
ii,mixtral:8x22b_6k,CubeSat,llm_rag_refs_R1_R3,5,36,180,23,12.8,20250223-150636,reported
ii,mixtral:8x22b_6k,CubeSat,llm_rag_refs_R2,5,36,180,0,0.0,20250223-040634,superseded
ii,mixtral:8x22b_6k,CubeSat,llm_rag_refs_R2,5,36,180,0,0.0,20250223-150636,reported
ii,mixtral:8x22b_6k,CubeSat,llm_rag_refs_R2_R3,5,36,180,0,0.0,20250223-040634,superseded
ii,mixtral:8x22b_6k,CubeSat,llm_rag_refs_R2_R3,5,36,180,0,0.0,20250223-150636,reported
ii,mixtral:8x22b_6k,CubeSat,llm_rag_refs_R3,5,36,180,0,0.0,20250223-040634,superseded
ii,mixtral:8x22b_6k,CubeSat,llm_rag_refs_R3,5,36,180,0,0.0,20250223-150636,reported
ii,mixtral:8x22b_6k,CubeSat,llm_refs_baseline,5,36,180,0,0.0,20250222-205238,reported
ii,deepseek-r1:14b-5k,powerscrewdriver,llm_rag_graph_refs_R1_R2,5,49,245,0,0.0,20250410-201445,reported
ii,deepseek-r1:14b-5k,powerscrewdriver,llm_rag_graph_refs_R2_R3,5,49,245,245,100.0,20250410-201445,reported
ii,deepseek-r1:14b-5k,powerscrewdriver,llm_rag_refs_R1,5,49,245,49,20.0,20250219-023542,superseded
ii,deepseek-r1:14b-5k,powerscrewdriver,llm_rag_refs_R1,5,49,245,49,20.0,20250220-074432,superseded
ii,deepseek-r1:14b-5k,powerscrewdriver,llm_rag_refs_R1,5,49,245,0,0.0,20250221-054412,reported
ii,deepseek-r1:14b-5k,powerscrewdriver,llm_rag_refs_R1_R2,5,49,245,0,0.0,20250219-023542,superseded
ii,deepseek-r1:14b-5k,powerscrewdriver,llm_rag_refs_R1_R2,5,49,245,0,0.0,20250220-074432,superseded
ii,deepseek-r1:14b-5k,powerscrewdriver,llm_rag_refs_R1_R2,5,49,245,0,0.0,20250221-054412,reported
ii,deepseek-r1:14b-5k,powerscrewdriver,llm_rag_refs_R1_R2_R3,5,49,245,147,60.0,20250219-023542,superseded
ii,deepseek-r1:14b-5k,powerscrewdriver,llm_rag_refs_R1_R2_R3,5,49,245,147,60.0,20250220-074432,superseded
ii,deepseek-r1:14b-5k,powerscrewdriver,llm_rag_refs_R1_R2_R3,5,49,245,0,0.0,20250221-054412,reported
ii,deepseek-r1:14b-5k,powerscrewdriver,llm_rag_refs_R1_R3,5,49,245,147,60.0,20250219-023542,superseded
ii,deepseek-r1:14b-5k,powerscrewdriver,llm_rag_refs_R1_R3,5,49,245,147,60.0,20250220-074432,superseded
ii,deepseek-r1:14b-5k,powerscrewdriver,llm_rag_refs_R1_R3,5,49,245,6,2.4,20250221-054412,reported
ii,deepseek-r1:14b-5k,powerscrewdriver,llm_rag_refs_R2,4,49,196,98,50.0,20250219-023542,superseded
ii,deepseek-r1:14b-5k,powerscrewdriver,llm_rag_refs_R2,4,49,196,98,50.0,20250220-074432,superseded
ii,deepseek-r1:14b-5k,powerscrewdriver,llm_rag_refs_R2,5,49,245,98,40.0,20250221-054412,reported
ii,deepseek-r1:14b-5k,powerscrewdriver,llm_rag_refs_R2_R3,4,49,196,147,75.0,20250219-023542,superseded
ii,deepseek-r1:14b-5k,powerscrewdriver,llm_rag_refs_R2_R3,4,49,196,147,75.0,20250220-074432,superseded
ii,deepseek-r1:14b-5k,powerscrewdriver,llm_rag_refs_R2_R3,5,49,245,0,0.0,20250221-054412,reported
ii,deepseek-r1:14b-5k,powerscrewdriver,llm_rag_refs_R3,5,16,80,1,1.2,20250219-023542,superseded
ii,deepseek-r1:14b-5k,powerscrewdriver,llm_rag_refs_R3,5,16,80,1,1.2,20250220-074432,superseded
ii,deepseek-r1:14b-5k,powerscrewdriver,llm_rag_refs_R3,5,49,245,0,0.0,20250221-054412,reported
ii,deepseek-r1:14b-5k,powerscrewdriver,llm_refs_baseline,5,49,245,0,0.0,20250218-175325,superseded
ii,deepseek-r1:14b-5k,powerscrewdriver,llm_refs_baseline,5,49,245,0,0.0,20250220-043148,superseded
ii,deepseek-r1:14b-5k,powerscrewdriver,llm_refs_baseline,5,49,245,0,0.0,20250221-034102,reported
ii,gpt-4-turbo-preview,powerscrewdriver,llm_rag_graph_refs_R1_R2,5,49,245,0,0.0,20250410-192514,reported
ii,gpt-4-turbo-preview,powerscrewdriver,llm_rag_graph_refs_R2_R3,5,49,245,0,0.0,20250410-192514,reported
ii,gpt-4-turbo-preview,powerscrewdriver,llm_rag_refs_R1,5,49,245,0,0.0,20250219-060850,reported
ii,gpt-4-turbo-preview,powerscrewdriver,llm_rag_refs_R1_R2,4,49,196,0,0.0,20250219-060850,reported
ii,gpt-4-turbo-preview,powerscrewdriver,llm_rag_refs_R1_R2_R3,4,49,196,0,0.0,20250219-060850,reported
ii,gpt-4-turbo-preview,powerscrewdriver,llm_rag_refs_R1_R3,5,49,245,0,0.0,20250219-060850,reported
ii,gpt-4-turbo-preview,powerscrewdriver,llm_rag_refs_R2,5,49,245,0,0.0,20250219-060850,reported
ii,gpt-4-turbo-preview,powerscrewdriver,llm_rag_refs_R2_R3,5,49,245,0,0.0,20250219-060850,reported
ii,gpt-4-turbo-preview,powerscrewdriver,llm_rag_refs_R3,5,49,245,0,0.0,20250219-060850,reported
ii,gpt-4-turbo-preview,powerscrewdriver,llm_refs_baseline,5,49,245,3,1.2,20250218-162607,superseded
ii,gpt-4-turbo-preview,powerscrewdriver,llm_refs_baseline,5,49,245,0,0.0,20250220-042041,reported
ii,gpt-4o-2024-11-20,powerscrewdriver,llm_rag_refs_R1,5,49,245,210,85.7,20250219-062025,reported
ii,gpt-4o-2024-11-20,powerscrewdriver,llm_rag_refs_R1_R2,5,49,245,210,85.7,20250219-062025,reported
ii,gpt-4o-2024-11-20,powerscrewdriver,llm_rag_refs_R1_R2_R3,5,49,245,210,85.7,20250219-062025,reported
ii,gpt-4o-2024-11-20,powerscrewdriver,llm_rag_refs_R1_R3,5,49,245,210,85.7,20250219-062025,reported
ii,gpt-4o-2024-11-20,powerscrewdriver,llm_rag_refs_R2,5,49,245,210,85.7,20250219-062025,reported
ii,gpt-4o-2024-11-20,powerscrewdriver,llm_rag_refs_R2_R3,5,49,245,210,85.7,20250219-062025,reported
ii,gpt-4o-2024-11-20,powerscrewdriver,llm_rag_refs_R3,5,49,245,210,85.7,20250219-062025,reported
ii,gpt-4o-2024-11-20,powerscrewdriver,llm_refs_baseline,5,49,245,180,73.5,20250218-162934,superseded
ii,gpt-4o-2024-11-20,powerscrewdriver,llm_refs_baseline,5,49,245,0,0.0,20250220-042236,reported
ii,llama3.3:70b-8k,powerscrewdriver,llm_rag_graph_refs_R1_R2,5,49,245,0,0.0,20250410-194807,reported
ii,llama3.3:70b-8k,powerscrewdriver,llm_rag_graph_refs_R2_R3,5,49,245,0,0.0,20250410-194807,reported
ii,llama3.3:70b-8k,powerscrewdriver,llm_rag_refs_R1,5,49,245,0,0.0,20250219-021936,superseded
ii,llama3.3:70b-8k,powerscrewdriver,llm_rag_refs_R1,5,49,245,0,0.0,20250220-072817,reported
ii,llama3.3:70b-8k,powerscrewdriver,llm_rag_refs_R1_R2,5,49,245,0,0.0,20250219-021936,superseded
ii,llama3.3:70b-8k,powerscrewdriver,llm_rag_refs_R1_R2,5,49,245,0,0.0,20250220-072817,reported
ii,llama3.3:70b-8k,powerscrewdriver,llm_rag_refs_R1_R2_R3,5,49,245,0,0.0,20250219-021936,superseded
ii,llama3.3:70b-8k,powerscrewdriver,llm_rag_refs_R1_R2_R3,5,49,245,0,0.0,20250220-072817,reported
ii,llama3.3:70b-8k,powerscrewdriver,llm_rag_refs_R1_R3,5,49,245,0,0.0,20250219-021936,superseded
ii,llama3.3:70b-8k,powerscrewdriver,llm_rag_refs_R1_R3,5,49,245,0,0.0,20250220-072817,reported
ii,llama3.3:70b-8k,powerscrewdriver,llm_rag_refs_R2,4,49,196,0,0.0,20250219-021936,superseded
ii,llama3.3:70b-8k,powerscrewdriver,llm_rag_refs_R2,4,49,196,0,0.0,20250220-072817,reported
ii,llama3.3:70b-8k,powerscrewdriver,llm_rag_refs_R2_R3,4,49,196,0,0.0,20250219-021936,superseded
ii,llama3.3:70b-8k,powerscrewdriver,llm_rag_refs_R2_R3,4,49,196,0,0.0,20250220-072817,reported
ii,llama3.3:70b-8k,powerscrewdriver,llm_rag_refs_R3,5,49,245,210,85.7,20250219-021936,superseded
ii,llama3.3:70b-8k,powerscrewdriver,llm_rag_refs_R3,5,49,245,210,85.7,20250220-072817,reported
ii,llama3.3:70b-8k,powerscrewdriver,llm_refs_baseline,5,49,245,0,0.0,20250218-165154,superseded
ii,llama3.3:70b-8k,powerscrewdriver,llm_refs_baseline,5,49,245,0,0.0,20250220-042845,reported
ii,mixtral:8x22b-6k,powerscrewdriver,llm_rag_graph_refs_R1_R2,5,49,245,0,0.0,20250410-193945,reported
ii,mixtral:8x22b-6k,powerscrewdriver,llm_rag_graph_refs_R2_R3,5,49,245,0,0.0,20250410-193945,reported
ii,mixtral:8x22b_6k,powerscrewdriver,llm_rag_refs_R1,5,49,245,0,0.0,20250219-014540,superseded
ii,mixtral:8x22b_6k,powerscrewdriver,llm_rag_refs_R1,5,49,245,0,0.0,20250220-065356,reported
ii,mixtral:8x22b_6k,powerscrewdriver,llm_rag_refs_R1_R2,5,49,245,0,0.0,20250219-014540,superseded
ii,mixtral:8x22b_6k,powerscrewdriver,llm_rag_refs_R1_R2,5,49,245,0,0.0,20250220-065356,reported
ii,mixtral:8x22b_6k,powerscrewdriver,llm_rag_refs_R1_R2_R3,5,49,245,0,0.0,20250219-014540,superseded
ii,mixtral:8x22b_6k,powerscrewdriver,llm_rag_refs_R1_R2_R3,5,49,245,0,0.0,20250220-065356,reported
ii,mixtral:8x22b_6k,powerscrewdriver,llm_rag_refs_R1_R3,5,49,245,49,20.0,20250219-014540,superseded
ii,mixtral:8x22b_6k,powerscrewdriver,llm_rag_refs_R1_R3,5,49,245,0,0.0,20250220-065356,reported
ii,mixtral:8x22b_6k,powerscrewdriver,llm_rag_refs_R2,4,49,196,0,0.0,20250219-014540,superseded
ii,mixtral:8x22b_6k,powerscrewdriver,llm_rag_refs_R2,4,49,196,0,0.0,20250220-065356,reported
ii,mixtral:8x22b_6k,powerscrewdriver,llm_rag_refs_R2_R3,4,49,196,0,0.0,20250219-014540,superseded
ii,mixtral:8x22b_6k,powerscrewdriver,llm_rag_refs_R2_R3,4,49,196,0,0.0,20250220-065356,reported
ii,mixtral:8x22b_6k,powerscrewdriver,llm_rag_refs_R3,5,49,245,0,0.0,20250219-014540,superseded
ii,mixtral:8x22b_6k,powerscrewdriver,llm_rag_refs_R3,5,49,245,0,0.0,20250220-065356,reported
ii,mixtral:8x22b_6k,powerscrewdriver,llm_refs_baseline,5,49,245,60,24.5,20250218-163326,superseded
ii,mixtral:8x22b_6k,powerscrewdriver,llm_refs_baseline,5,49,245,0,0.0,20250220-042418,reported
